Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
CGROU,18.2837,7.23577713,1.2337,Buy,19179,324163000,,,,Finance
CHCO,68.43,1.57340062,1.06,Buy,21440,1081944787,12.17449446,5.5407,918,Finance
CHCT,46.245,-1.60638298,-0.755,Sell,37678,1101210000,69.28066038,0.6784,25,Finance
CHEF,25.23,2.97959184,0.73,Buy,214535,955195713,,-0.9912,2447,Distribution Services
CHPM,10.37,-0.28846154,-0.03,Buy,5758,388875000,304.98533724,0.0341,3,Finance
CHRS,17.065,-0.55361305,-0.095,Sell,234428,1229499120,8.73816071,2.2823,291,Health Technology
CHUY,27.43,0.51300843,0.14,Strong Buy,39020,541598750,,-0.4317,9000,Consumer Services
CIA,5.86,2.09059233,0.12,Sell,13213,311487462,,-0.1515,444,Finance
CIG.C,3.07,-0.64724919,-0.02,Buy,36027,1568700000,11.76694593,0.2626,5596,Utilities
CIIC,31.51,-4.51515152,-1.49,Buy,2324532,1023032813,3084.11214953,0.0107,,Finance
CIICU,35.59,-4.37936593,-1.63,Buy,16100,1203830000,,,,Finance
CIO,9.28,-1.171459,-0.11,Buy,162959,407499000,,-0.0067,20,Finance
CIR,36.32,4.12844037,1.44,Buy,35841,726930935,,-7.4432,4000,Producer Manufacturing
CKH,41.47,0.14489254,0.06,Buy,348572,844248832,79.011639,0.5315,2309,Industrial Services
CLAR,15.61,-0.5098789,-0.08,Buy,28561,484894991,45.38617298,0.3633,500,Consumer Durables
CLB,26.51,4.28796223,1.09,Buy,372304,1184003967,,-2.269,4300,Industrial Services
CLBK,15.3,1.66112957,0.25,Buy,125616,1660050000,32.90336686,0.4574,698,Finance
CLCT,75.59,-0.40843215,-0.31,Buy,200532,682328785,52.54413292,1.4586,515,Consumer Services
CLDT,11.273,2.01809955,0.223,Buy,122575,519044999.99999994,,-1.5986,39,Finance
CLDX,16.9,1.25823847,0.21,Sell,345180,671654918,,-2.2224,130,Health Technology
CLFD,25.24,0.35785288,0.09,Buy,24255,344526000,46.79940454,0.5376,460,Electronic Technology
CLI,12.66,-0.23640662,-0.03,Sell,105017,1183800000,,-1.9737,283,Finance
CLLS,32.12,6.9241012,2.08,Buy,356192,1276370000,,-1.8976,264,Health Technology
CLNC,7.6373,2.79004038,0.2073,Buy,187163,955372000,,-2.0827,,Finance
CLNE,8.0208,-2.18536585,-0.1792,Buy,49276670,1594070973,50.33763045,0.164,412,Utilities
CLS,7.775,1.1053316,0.085,Buy,131711,1002765120,29.24805666,0.26292345,,Electronic Technology
CLSK,23.965,-6.75097276,-1.735,Buy,2955497,523503715,,-2.7083,62,Miscellaneous
CLVS,4.9201,-1.99003984,-0.0999,Sell,3419667,435942584,,-5.2388,484,Health Technology
CLW,36.45,-0.97799511,-0.36,Sell,63905,605584728,10.88344864,3.4066,3290,Process Industries
CMBM,26.94,-2.60303688,-0.72,Buy,372407,759393180,103.47923681,0.2732,533,Electronic Technology
CMCO,39.5,1.41206675,0.55,Buy,47234,944006550,53.78348523,0.7369,2997,Producer Manufacturing
CMO,5.9,2.43055556,0.14,Buy,420554,555731000,,-1.4729,14,Finance
CMPI,14.96,-0.20013342,-0.03,Buy,32884,322395480,,-1.9307,22,Health Technology
CMPS,59.95,8.78243513,4.84,Buy,259200,1980120000,,,,Health Technology
CMRE,8,2.56410256,0.2,Buy,314625,971952000,,-0.1007,1840,Transportation
CMRX,5.13,2.39520958,0.12,Buy,226462,319752323,,-0.5706,43,Health Technology
CMTL,20.39,1.09072881,0.22,Buy,95182,511220752,,-3.3651,2034,Electronic Technology
CNBKA,77.28,-1.25223614,-0.98,Buy,1430,356391403,12.35339616,8.967,460,Finance
CNCE,12.42,-1.19331742,-0.15,Buy,60369,380663064,,-2.5749,70,Health Technology
CNDT,5,0.2004008,0.01,Buy,999585,1046430000,,-3.3081,67000,Commercial Services
CNK,16.59,6.8943299,1.07,Buy,6193940,1962013590,,-2.9862,22000,Consumer Services
CNOB,19.47,3.07040762,0.58,Buy,28454,774207027,10.9026896,1.7384,,Finance
CNR,9.83,1.34020619,0.13,Buy,156927,1228501640,,-3.8334,20100,Producer Manufacturing
CNSL,4.8,0,0,Sell,162370,381170400,9.23254472,0.5199,3400,Communications
CNST,33.51,-2.78503046,-0.96,Buy,318042,1594255005,,-2.7083,106,Health Technology
CNXN,44.93,1.2164902,0.54,Sell,13849,1176065215,19.08180372,2.343,2609,Technology Services
CO,3.57,-1.10803324,-0.04,Sell,50189,433937070,6.07948804,0.5938,1260,Health Services
CODI,19.6106,1.13769985,0.2206,Buy,85266,1272727940,,-0.6845,4890,Finance
CODX,10.97,-2.57548845,-0.29,Sell,724626,310113124,12.51806559,0.9574,23,Health Technology
COE,26.04,4.03515781,1.01,Buy,21817,306796000,33.99891334,0.7887,1127,Technology Services
COGT,12.67,3.85245902,0.47,Buy,329913,376071724,,-6.5339,72,Health Technology
COHU,38.38,1.50753769,0.57,Buy,286041,1612326036,,-1.105,3200,Electronic Technology
COLL,19.08,2.19603642,0.41,Sell,89724,659830284,37.4298316,0.5084,255,Health Technology
CONN,12.6023,3.80807249,0.4623,Strong Buy,117913,369712512,,-0.9415,4425,Retail Trade
CORE,30.24,2.19668807,0.65,Sell,31976,1358426160,22.30514096,1.3341,8555,Distribution Services
COWN,26.865,0.31740105,0.085,Buy,151688,713366910,6.44741911,4.3942,1325,Finance
CPE,14.3,7.59969902,1.01,Buy,3692434,568463610,,-52.0128,475,Energy Minerals
CPF,18.93,1.77419355,0.33,Buy,52417,533725412,13.37648328,1.3965,854,Finance
CPG,2.37,8.71559633,0.19,Buy,2630805,1258835500,,-4.79655624,864,Energy Minerals
CPK,106.35,1.15084649,1.21,Buy,25397,1856268279,26.14837474,4.0349,955,Utilities
CPLG,6.55,3.96825397,0.25,Buy,35293,366414000,,-5.1337,30,Finance
CPRX,3.4199,-0.00292398,-0.0001,Sell,1341547,354476160,5.09231686,0.6908,76,Health Technology
CPS,36.64,5.86535683,2.03,Strong Buy,57050,618419220,,-18.2228,28000,Producer Manufacturing
CPSI,27.54,0.65789474,0.18,Sell,36190,399663234,17.64136953,1.5509,2000,Technology Services
CRAI,49.78,2.85123967,1.38,Buy,36431,387105707,17.17956909,2.8929,779,Commercial Services
CRC,21.19,8.27797649,1.62,Buy,48853,1765544443,,-41.047,1250,Energy Minerals
CRD.A,7.47,2.32876712,0.17,Sell,8646,397067850,33.92193309,0.2181,9000,Finance
CRD.B,7.92,-0.7518797,-0.06,Buy,4325,420987600,37.08178439,0.2181,9000,Finance
CRDF,19.165,-7.05625606,-1.455,Sell,840698,678938812,,-1.6266,14,Health Services
CRIS,7.92,4.48548813,0.34,Strong Buy,1943207,668129195,,-0.8203,28,Health Technology
CRK,4.715,6.19369369,0.275,Sell,2942378,1095865015,,-0.4781,207,Energy Minerals
CRMT,109.22,-0.93424036,-1.03,Buy,25201,721854987,12.17640042,9.464,1750,Retail Trade
CRNX,13.86,1.98675497,0.27,Buy,103676,456303078,,-2.3913,68,Health Technology
CRS,28.5,3.82513661,1.05,Buy,134958,1366603664,,-1.8026,4600,Non-Energy Minerals
CRSA,10.575,0.14204545,0.015,Buy,154568,330468750,1624.61538462,0.0065,6,Finance
CRTO,21.07,5.72002007,1.14,Buy,663543,1197670000,18.35851142,1.0956,2755,Technology Services
CRTX,29.4,1.55440415,0.45,Sell,206520,874320720,,-2.3959,23,Health Technology
CRVL,105.1688,0.89102072,0.9288,Buy,13382,1882258598,46.1852016,2.2854,3824,Finance
CRY,23.8,2.76338515,0.64,Strong Buy,97819,924806120,,-0.3681,1200,Health Technology
CSGS,44.965,1.13585245,0.505,Buy,99705,1481412394,21.14524874,2.1242,4339,Technology Services
CSII,43.3102,0.39452944,0.1702,Buy,77091,1737792095,,-0.6711,779,Health Technology
CSR,69.985,-0.23521026,-0.165,,33780,910259000,16.94976683,4.2126,392,Finance
CSTE,10.9,2.44360902,0.26,Sell,161271,375856934,39.33456562,0.271,1501,Non-Energy Minerals
CSTL,71.95,-0.88166414,-0.64,Buy,205708,1436503866,,-0.157,133,Health Services
CSTM,13.555,1.61169415,0.215,Buy,203492,1870749150,,-0.1908,13200,Commercial Services
CSTR,14.16,1.65111271,0.23,Buy,20222,310745448,13.32376853,1.0473,289,Finance
CSV,30.515,0.01638807,0.005,Buy,50588,547899202,53.41386555,0.5735,2797,Consumer Services
CSWC,16.81,1.63240629,0.27,Buy,72807,313057673,,-0.394,22,Finance
CSWI,111.71,-0.18763402,-0.21,Buy,10314,1748685998,33.42192493,3.3767,730,Process Industries
CTB,37.72,2.00108167,0.74,Sell,67771,1899096030,11.98858847,3.1033,8720,Consumer Durables
CTBI,36.885,2.97319933,1.065,Buy,21365,656936604,10.65373862,3.3641,1000,Finance
CTMX,7.7,-2.16010165,-0.17,Buy,121737,355927880,,-1.1719,158,Health Technology
CTRN,47.03,-0.96862497,-0.46,Buy,55409,477546900,33.71193299,1.4134,5700,Retail Trade
CTS,34.09,1.18729593,0.4,Buy,22785,1100016120,36.96510862,0.9201,3570,Electronic Technology
CTSO,8.515,-0.52570093,-0.045,Buy,127395,367641086,,-0.3215,153,Health Technology
CTT,9.12,0.21978022,0.02,Sell,129479,443766000,,-0.5395,26,Finance
CUB,60.63,3.02463891,1.78,Sell,65592,1911621424,,-0.1192,6100,Electronic Technology
CUBI,17.72,1.48911798,0.26,Buy,42569,560607062,6.18622449,2.8492,,Finance
CUE,13.01,-0.6870229,-0.09,Sell,226637,394224768,,-1.5673,47,Health Technology
CURI,13.35,-3.95683453,-0.55,Buy,497647,540218112,,-0.0181,2,Consumer Services
CURO,13.71,-3.38266385,-0.48,Buy,260150,560534721,6.01475076,2.4264,4000,Finance
CUTR,22.33,2.29042602,0.5,Buy,37917,394264936,,-1.8028,447,Health Technology
CVA,12.995,1.44418423,0.185,Buy,308238,1715106090,,-0.2133,4000,Industrial Services
CVCO,180.08,-0.96788385,-1.76,Sell,11232,1654603853,26.13394654,7.0536,5000,Consumer Durables
CVGW,70.625,6.4270645,4.265,Sell,97252,1247629488,,-0.7753,3971,Consumer Non-Durables
CVI,14.9,8.04931109,1.11,Sell,480426,1495901280,,-1.4328,1486,Energy Minerals
CVM,13.31,-7.24738676,-1.04,Sell,642282,527766210,,-0.8163,,Health Technology
CWH,29.33,3.34742777,0.95,Buy,1039239,1258774912,14.22057423,2.0197,12207,Retail Trade
CXP,14.245,0.3875969,0.055,Buy,447262,1624260000,,-0.1621,93,Finance
CXW,6.71,4.03100775,0.26,Sell,1463261,771639000,6.28104002,1.0299,14075,Finance
CYD,16.575,0.94397077,0.155,Sell,11513,675387699,8.36645266,1.9626,8852,Producer Manufacturing
CYH,7.645,0.72463768,0.055,Buy,819626,916296860,,-1.5318,80000,Health Services
CYRX,49.3459,-1.09059932,-0.5441,Buy,361557,1957240974,,-0.5744,125,Transportation
CYTK,20.88,2.5540275,0.52,Strong Buy,243504,1479281100,,-1.9137,156,Health Technology
CZNC,19.19,1.31995776,0.25,Buy,18588,304936776,14.87123116,1.2746,336,Finance
DAC,21.52,7.11796914,1.43,Strong Buy,377211,439879500,3.22177141,6.3201,1148,Transportation
DAO,26.53,2.67027864,0.69,Sell,291889,584899000,,-1.9613,,Technology Services
DBD,10.975,-0.58876812,-0.065,Buy,277935,852908832,,-4.4088,22000,Electronic Technology
DBI,7.19,2.27596017,0.16,Sell,888809,521592286,,-5.0302,15800,Retail Trade
DCBO,54.82,-0.52622029,-0.29,Buy,15904,1597739864,,-0.25753322,,Technology Services
DCO,53.24,3.09837335,1.6,Buy,22937,623685304,21.5859215,2.4417,2800,Electronic Technology
DCOM,15.79,3.60892388,0.55,Buy,36212,521000144,12.55354201,1.2218,421,Finance
DCRBU,11.28,1.2567325,0.14,Buy,69615,315513000,,,,Finance
DDD,12.215,2.64705882,0.315,Buy,3456701,1514532400,,-1.1498,2472,Producer Manufacturing
DDS,55.31,4.0639699,2.16,Strong Buy,199978,1216705674,,-3.1227,38000,Retail Trade
DEA,22.055,-0.51871899,-0.115,Buy,241616,1800900000,159.49640288,0.1402,37,Finance
DEH,10.14,0.19762846,0.02,Buy,47141,437287500,,,,Finance
DENN,13.585,-2.05479452,-0.285,Buy,440295,867565001,91.61162483,0.167,4000,Consumer Services
DESP,12.14,2.44725738,0.29,Buy,299604,803475800,,-1.657343,3029,Consumer Services
DFIN,18.2,1.16731518,0.21,Buy,81170,607432280,36.53533712,0.4945,2900,Commercial Services
DFPH,11,2.70774977,0.29,Buy,29258,315675000,,,,Finance
DFPHU,11.25,-0.08880995,-0.01,Buy,1401,323725000,,,,Finance
DGICA,14.25,0.35211268,0.05,Sell,14848,416306625,7.76677788,1.8423,,Finance
DGII,19.18,2.40256273,0.45,Buy,85274,568127454,65.74236574,0.2901,656,Electronic Technology
DHC,4.18,0.96618357,0.04,Sell,556239,986429000,,-0.7358,,Finance
DHIL,152.79,0.59915723,0.91,Buy,7453,483316023,13.15707405,11.5446,129,Finance
DHT,5.395,4.15057915,0.215,Buy,1525549,924017180,2.55172414,2.2524,17,Transportation
DIN,63.42,-2.3556582,-1.53,Sell,134932,1042259076,,-4.5027,3560,Consumer Services
DJCO,350,5.3391922,17.74,Strong Buy,8401,483262500,113.52718078,2.9267,320,Consumer Services
DK,16.03,6.58244681,0.99,Buy,319903,1184036348,,-3.843,3814,Energy Minerals
DKL,30.35,-0.06585446,-0.02,Buy,65947,1318197620,8.15126953,3.7263,,Industrial Services
DL,9.57,-1.23839009,-0.12,Buy,4401,327814000,31.54296875,0.3107,,Commercial Services
DLTH,11.5199,5.59028414,0.6099,Sell,385716,378175277,21.89883581,0.4983,3004,Retail Trade
DLX,25.01,0.88745462,0.22,Sell,183072,1048187880,37.3850098,0.6889,5584,Commercial Services
DMLP,11.473,1.62090345,0.183,Buy,30289,397881345,14.48178553,0.7796,34,Energy Minerals
DMRC,50.8696,-1.89083896,-0.9804,Buy,61340,779553814,,-2.7641,216,Technology Services
DMS,12.1497,-2.01854839,-0.2503,Buy,136187,393560372,,-0.013,,Commercial Services
DMTK,23.87,15.53727009,3.21,Buy,2220611,467543858,,-2.0278,,Health Technology
DMYT,23.94,11.03896104,2.38,Buy,645557,693018750,,,,Finance
DMYT.U,27.67,6.83397683,1.77,Strong Buy,2767,619850000,,,,Finance
DNK,3.14,-0.63291139,-0.02,Sell,162748,500179000,,,,Technology Services
DNN,0.6242,6.01222826,0.0354,Buy,4770259,421848330,,-0.0180423,,Non-Energy Minerals
DNOW,6.84,1.33333333,0.09,Buy,457389,746518500,,-4.7804,4400,Distribution Services
DQ,59.545,-8.09538509,-5.245,Buy,2824466,900371000,62.34603541,1.0917,1892,Process Industries
DRD,11.505,0.1305483,0.015,Buy,156320,982526000,,0.5419,,Non-Energy Minerals
DRH,8.285,2.15782984,0.175,Buy,644530,1618100000,,-0.269,31,Finance
DRNA,23.04,-0.68965517,-0.16,Sell,237641,1731285843,,-1.6085,187,Health Technology
DRQ,31,1.04302477,0.32,Sell,92405,1089549111,,-0.3406,1814,Industrial Services
DRRX,2.22,-0.44843049,-0.01,Buy,391005,450041485,,-0.0461,90,Health Technology
DSKE,5.85,0.34305317,0.02,Sell,126114,380385720,,-0.3802,5946,Transportation
DSPG,16.06,0.0623053,0.01,Buy,39147,379913310,,-0.2358,340,Electronic Technology
DTIL,10,-0.0999001,-0.01,Buy,691628,524805000,,-2.0588,199,Health Technology
DUO,7.7569,0.73896104,0.0569,Sell,41448,423879000,,-3.3432,1676,Technology Services
DVAX,5.5342,8.30136986,0.4242,Strong Buy,3322529,608154960,,-1.0754,231,Health Technology
DX,17.9,1.58910329,0.28,Buy,157522,407808000,2.33115036,7.5585,20,Finance
DXPE,21.95,2.57009346,0.55,Sell,19516,390505865,,-1.387,2747,Distribution Services
DYN,24.05,11.34259259,2.45,Buy,238265,1092954655,,,,Health Technology
DZSI,15.77,2.1373057,0.33,Buy,42547,341267531,,-0.8976,789,Electronic Technology
EB,18.78,2.51091703,0.46,Buy,203975,1715725384,,-2.5197,1140,Technology Services
EBF,16.63,1.71253823,0.28,Sell,122331,433941557,15.4245283,1.06,2505,Commercial Services
EBIX,36.9,1.5969163,0.58,Buy,92327,1144687322,11.80255419,3.0993,7975,Finance
EBON,4.89,0,0,Sell,1280664,415649260,,,287,Electronic Technology
EBR.B,6.96,1.45772595,0.1,Buy,10347,1920400000,7.80254777,1.1488,13089,Utilities
EBSB,14.76,2.92887029,0.42,Buy,58053,772570568,11.36291601,1.2678,546,Finance
EBTC,25.2,-0.90444357,-0.23,Neutral,31511,300550320,9.97333124,2.5548,538,Finance
ECHO,27.4,-1.15440115,-0.32,Sell,36112,729059200,117.6071277,0.2415,2539,Transportation
ECOL,35.94,0.11142061,0.04,Buy,75553,1132552062,,-9.6096,3800,Industrial Services
ECOM,16.76,-1.29564193,-0.22,Buy,133010,485173346,27.67275098,0.6385,642,Technology Services
ECPG,38.34,4.07166124,1.5,Buy,193166,1201755798,5.35792199,6.9303,7300,Finance
EEX,5.09,0.79207921,0.04,Buy,72360,364347570,,-9.1202,548,Commercial Services
EFC,15.19,1.67336011,0.25,Buy,105414,654099000,,-0.8469,150,Finance
EFSC,34.76,1.48905109,0.51,Buy,83800,1084224978,12.15056052,2.8258,805,Finance
EGAN,12.585,5.6675063,0.675,Buy,641844,388778787,47.64,0.2616,522,Technology Services
EGBN,40.46,2.63825469,1.04,Buy,45959,1287098100,10.0081243,3.9416,492,Finance
EGOV,26.215,-0.01906941,-0.005,Buy,96109,1756523467,29.25033467,0.8964,1000,Technology Services
EGRX,47.22,0.12722646,0.06,Buy,68920,615281322,133.06997743,0.3665,108,Health Technology
EH,25.75,-3.01318267,-0.8,Buy,1577340,850059000,,-0.1616,240,Technology Services
EHTH,73.23,1.76486937,1.27,Sell,178771,1897236198,23.72724875,3.2007,1500,Finance
EIG,31.68,2.02898551,0.63,Strong Sell,49331,919098237,10.80601378,2.9069,704,Finance
EIGI,9.45,-0.3164557,-0.03,Buy,590622,1339187850,74.35294118,0.1296,3762,Technology Services
EIGR,9.97,-1.57946693,-0.16,Buy,213533,324341049,,-2.4386,24,Health Technology
ELF,23.58,2.52173913,0.58,Buy,249947,1203365214,122.14551248,0.1979,209,Consumer Non-Durables
ELP,14.32,1.70454545,0.24,Buy,189637,1806440000,5.66850517,2.4839,7266,Utilities
ENDP,5.84,0.17152659,0.01,Buy,994539,1347208200,,-0.6761,3172,Health Technology
ENTA,42.23,-2.44860245,-1.06,Sell,73596,847931947,,-1.795,141,Health Technology
ENVA,25.62,2.64423077,0.66,Buy,232663,913052160,7.5027053,3.3633,1325,Finance
EOSE,19.285,20.53125,3.285,Buy,3181970,1046978255,,,1,Finance
EPAC,21.72,-0.36697248,-0.08,Neutral,277923,1301807232,413.66223909,0.0534,2300,Producer Manufacturing
EPC,35.71,1.27623369,0.45,Buy,64885,1947087750,28.46302874,1.2442,5800,Consumer Non-Durables
EPZM,11.805,-1.70691091,-0.205,Strong Sell,377629,1200687420,,-2.2351,203,Health Technology
EQBK,21.355,1.44893112,0.305,Buy,16544,317196493,,-5.1696,607,Finance
EQOS,10.9947,-11.11802749,-1.3753,Buy,536318,348872700,,-0.1136,120,Technology Services
ERF,3.125,7.75862069,0.225,Buy,1317882,696575240,,-3.86494479,383,Energy Minerals
ERII,13.725,2.19657483,0.295,Strong Buy,132545,769976618,33.94843276,0.4013,188,Producer Manufacturing
ERJ,6.525,2.91798107,0.185,Buy,1507319,1166830000,,-5.055,18734,Electronic Technology
ESBA,9.45,1.39376187,0.1299,Buy,5053,1625029862,,,831,Finance
ESCA,21.7897,-0.68505014,-0.1503,Buy,8065,308746975,13.31957261,1.6577,468,Consumer Durables
ESPR,27.78,-3.1042902,-0.89,Strong Sell,279676,777757140,,-3.6724,193,Health Technology
ESRT,9.485,1.33547009,0.125,Buy,626172,1609550000,,-0.0028,831,Finance
ESTA,34.87,1.51382824,0.52,Buy,54086,817290034,,-1.6857,602,Health Technology
ETH,20.06,0.04987531,0.01,Strong Buy,135163,502314655,136.4874064,0.1476,3369,Consumer Durables
ETM,2.32,7.40740741,0.16,Sell,774723,320125662,,-4.2309,4144,Consumer Services
ETNB,26.52,1.45371079,0.38,Sell,108503,527188428,,-5.0583,20,Health Technology
EURN,8.07,2.54129606,0.2,Sell,824228,1652036529,2.32256784,3.3884909,2910,Transportation
EVA,45.18,0.51167964,0.23,Buy,23780,1795104950,137.54589963,0.3376,1039,Process Industries
EVER,40.49,2.40263025,0.95,Buy,199718,1125777573,,-0.3089,250,Technology Services
EVH,16.43,4.71637986,0.74,Buy,312051,1412775189,,-6.1117,3400,Commercial Services
EVI,30.687,2.2559147,0.677,Sell,1685,405338446,559.8880597,0.0554,493,Distribution Services
EVLO,10.49,-6.33928571,-0.71,Buy,352581,484524708,,-2.5045,98,Health Technology
EVOP,26.245,-0.88746224,-0.235,Buy,106747,1220752057,,-0.2149,2400,Commercial Services
EVRI,13.91,1.97947214,0.27,Buy,1143855,1195692295,,-1.0287,1400,Consumer Services
EXK,4.51,3.44036697,0.15,Buy,2521462,710872592,,-0.25955456,,Non-Energy Minerals
EXPC,10.8,0,0,Buy,826128,371250000,322.3880597,0.0335,,Finance
EXPCU,11.3513,0.4539823,0.0513,Strong Buy,21816,388437000,,,,Finance
EXTR,7.005,-0.21367521,-0.015,Buy,643746,862321130,,-0.8178,2584,Electronic Technology
FANH,12.08,1.25733445,0.15,Sell,43052,640576000,,-0.008,4746,Finance
FARO,71.42,0.16830295,0.12,Buy,28377,1273782842,,-4.3662,1818,Electronic Technology
FBIO,3.575,3.0259366,0.105,Buy,509413,334987868,,-0.8026,93,Health Technology
FBK,34.94,2.73448986,0.93,Buy,55188,1649122578,26.79007483,1.2907,1399,Finance
FBM,19.22,-0.05200208,-0.01,Buy,137266,830689180,18.35449079,1.0579,3500,Distribution Services
FBMS,30.97,7.01451279,2.03,Buy,89290,662940723,11.92222131,2.4422,697,Finance
FBNC,33.34,2.23857712,0.73,Buy,31227,954527534,12.10782312,2.6941,1111,Finance
FC,22.3816,0.36591928,0.0816,Sell,9959,313910893,,-0.6799,940,Commercial Services
FCBC,22.05,2.32018561,0.5,Sell,8287,390666465,10.89870025,1.9821,527,Finance
FCF,10.61,2.1174206,0.22,Buy,170070,1019007680,13.69267264,0.7608,1571,Finance
FDBC,67.05,-0.725496,-0.49,Buy,992,333758138,27.60001635,2.4722,189,Finance
FDMT,39.21,-3.49495447,-1.42,,100879,1038817977,,,,Health Technology
FDP,24.985,3.07343234,0.745,Neutral,76901,1183461997,50.98864114,0.4772,38000,Consumer Non-Durables
FDUS,12.72,1.4354067,0.18,Buy,80368,310843728,14.11685241,0.8883,,Finance
FF,12.31,2.4979184,0.3,Buy,65592,537822644,4.63009368,2.5939,500,Process Industries
FFBC,17.27,3.10447761,0.52,Buy,162343,1692774314,10.55849723,1.5973,2123,Finance
FFG,52.87,1.98688272,1.03,Buy,7778,1290713683,16.14500607,3.2117,1751,Finance
FFIC,16.27,3.56460853,0.56,Buy,69910,458266816,10.25925684,1.5313,474,Finance
FFWM,19.93,1.89161554,0.37,Buy,33532,892079737,11.37473831,1.7298,485,Finance
FHTX,24.08,-2.62838658,-0.65,Buy,64581,862391488,,,85,Health Technology
FI,2.67,10.33057851,0.25,Buy,452243,604271730,,-1.4012,3100,Industrial Services
FINV,2.4482,7.85022026,0.1782,Strong Buy,611602,428320000,2.54541377,0.8994,3883,Finance
FISI,22.27,3.53324035,0.76,Buy,17041,357170714,9.54854175,2.2592,722,Finance
FISK,9.35,0.64585576,0.06,Buy,3163,1607833779,,,831,Finance
FIT,6.915,0.65502183,0.045,Sell,1609685,1897368815,,-0.9753,1684,Consumer Durables
FIX,53.81,0.31692767,0.17,Strong Buy,103052,1959859980,13.97602918,3.8596,12000,Industrial Services
FIXX,12.95,-2.55831452,-0.34,Buy,419660,586173980,,-2.7367,187,Health Technology
FLDM,6.5435,-4.89098837,-0.3365,Buy,689940,486220640,,-0.6751,566,Health Technology
FLGT,47.41,-4.78007632,-2.38,Buy,820564,1155020418,24.63997625,2.1611,139,Health Services
FLIC,17.56,1.50289017,0.26,Buy,25756,419457476,10.41353157,1.6666,341,Finance
FLNG,8.7898,-1.23820225,-0.1102,Buy,11179,475621352,103.58718746,0.08725392,8,Energy Minerals
FLNT,4.89,15.05882353,0.64,Buy,1453347,376330564,112.43386243,0.0379,192,Technology Services
FLWS,25.87,-0.65284178,-0.17,Buy,332541,1672979318,27.06579358,0.9965,4300,Retail Trade
FLXN,12.08,0.58284763,0.07,Buy,500843,592994351,,-3.0948,288,Health Technology
FMBH,33.94,1.22278557,0.41,Buy,5954,570041784,12.85265256,2.6155,827,Finance
FMBI,15.71,3.83344349,0.58,Buy,279539,1793398380,14.96538081,1.0147,2122,Finance
FMNB,13.16,2.89288507,0.37,Buy,9336,371906864,8.99374165,1.429,450,Finance
FMTX,39.24,2.13430505,0.82,Sell,361228,1823223816,,,,Health Technology
FNKO,10.94,1.20259019,0.13,Buy,522294,389593092,,-0.2657,1006,Consumer Durables
FOE,14.91,1.56675749,0.23,Buy,70544,1226129940,,-0.0763,5922,Process Industries
FOR,20.67,0.19389239,0.04,Buy,25108,992245296,16.32895362,1.2652,78,Finance
FORR,39.815,-1.05616302,-0.425,Sell,8923,753819000,60.68466295,0.6669,1795,Commercial Services
FORTY,82.8,0.36363636,0.3,Buy,3068,1261780000,28.28927065,2.9518,,Technology Services
FOSL,9.56,4.13943355,0.38,Neutral,671585,492605223,,-1.9578,10200,Consumer Durables
FPH,5.23,1.16054159,0.06,Sell,493316,775654052,,-0.1089,175,Finance
FPRX,18.96,-0.68098481,-0.13,Buy,237924,878183592,,-2.6839,87,Health Technology
FREE,11.51,1.58870256,0.18,Buy,318601,441907050,,-0.1939,4,Consumer Non-Durables
FREQ,33.55,2.81949127,0.92,Buy,209648,1129437756,,-0.694,47,Health Technology
FRG,29.2,1.56521739,0.45,Strong Buy,454204,1172969028,,,8038,Commercial Services
FRGI,11.73,-0.25510204,-0.03,Neutral,42853,304050984,,-1.2515,10480,Consumer Services
FRLN,17.66,-1.23042506,-0.22,Buy,3057,621235000,,,177,Health Technology
FRME,36.52,3.01833568,1.07,Buy,87089,1981502160,12.80754363,2.776,,Finance
FRO,6.3337,2.81980519,0.1737,Strong Sell,1012805,1255344200,2.29456902,2.7724,157,Transportation
FRPH,44.75,-0.57764941,-0.26,Sell,4358,421472953,31.63214816,1.4192,12,Finance
FRTA,17.68,0.7981756,0.14,Buy,227031,1161111016,36.00903305,0.5218,4578,Non-Energy Minerals
FSM,7.5,2.31923602,0.17,Buy,1903967,1381470000,60.47589561,0.12547258,3740,Non-Energy Minerals
FSP,4.155,0.36231884,0.015,Sell,183351,444338000,,-0.0109,37,Finance
FSR,17.12,9.1140854,1.43,Buy,13630676,1179210000,,,2,Finance
FSRV,13.17,3.13234143,0.4,Buy,1310092,420160975,641.70854271,0.0199,2,Finance
FSRVU,14.73,5.1391863,0.72,Buy,36730,447129000,,,2,Finance
FSS,32.06,-0.06234414,-0.02,Sell,87973,1939774970,19.76221278,1.6566,3600,Producer Manufacturing
FTAI,23.08,2.12389381,0.48,Buy,164744,1981179694,14.1232346,1.6025,83,Finance
FTCVU,10.46,0.09569378,0.01,Strong Buy,4274,357251000,,,,Finance
FTHM,36,2.59333143,0.91,Buy,65694,502544991,,-0.1051,,Technology Services
FTIV,10.65,1.42857143,0.15,Buy,101917,586708500,,,,Finance
FTIVU,11,-2.37841676,-0.268,Buy,130402,620754000,,,,Finance
FULC,13.02,0.38550501,0.05,Buy,90953,357563052,,-2.8784,73,Health Technology
FUSN,12.51,5.48060708,0.65,Sell,33646,521989758,,,40,Health Technology
