Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
TMHC,26.815,-1.95612431,-0.535,Strong Buy,500107,3485071260,16.79872244,1.6497,2300,Consumer Durables
TMX,51.475,0.28248588,0.145,Buy,177890,6800207825,197.11981567,0.2608,12000,Consumer Services
TNDM,94,1.96333659,1.81,Buy,458833,5843804616,,-0.8056,1043,Health Technology
TNET,83.1,0.93526054,0.77,Buy,54474,5542591166,18.95781523,4.407,2900,Commercial Services
TOL,45.278,-1.82567216,-0.842,Sell,957458,5692115130,13.3882954,3.4732,,Consumer Durables
TPH,17.4601,-1.46670429,-0.2599,Buy,852285,2215632750,8.34157134,2.1349,1386,Consumer Durables
TPL,700,0,0,Buy,13268,5429310000,26.80072132,26.1187,94,Miscellaneous
TPR,30.49,1.06065628,0.32,Buy,3266232,8488593000,,-1.5964,17300,Retail Trade
TPTX,130.53,0.26115677,0.34,Buy,111409,6287943372,,-3.5105,95,Health Technology
TPX,27.575,-0.73794096,-0.205,Buy,854388,5680925620,23.7375032,1.193,7400,Consumer Durables
TREE,275.725,0.07077269,0.195,Sell,211870,3620590953,,-2.9274,1107,Finance
TREX,86.32,0.33709171,0.29,Buy,282814,9975050050,59.68502844,1.4461,1173,Non-Energy Minerals
TRGP,26.96,1.12528132,0.3,Buy,1109006,6181060870,,-7.8476,2680,Energy Minerals
TRIP,26.275,1.52627512,0.395,Sell,932718,3536662224,,-1.5066,4194,Consumer Services
TRN,26.26,-0.90566038,-0.24,Buy,413056,2996752500,,-0.0171,11875,Producer Manufacturing
TRNO,56.55,-2.06096294,-1.19,Sell,98432,3947830000,48.63954174,1.1932,24,Finance
TROX,14.47,0.55594163,0.08,Buy,333452,2079423145,2.25853031,6.4368,6660,Process Industries
TRQ,13.385,6.56847134,0.825,Strong Buy,1387902,2694483090,6.6174921,1.898,2854,Non-Energy Minerals
TRTN,47.92,-0.66334992,-0.32,Buy,286996,3292797765,13.63173957,3.5536,245,Finance
TRUP,121.97,-0.09010485,-0.11,Buy,448460,4339521842,,-0.0478,738,Finance
TS,16.295,2.61335013,0.415,Buy,1106247,9373490000,,-0.9977,23200,Non-Energy Minerals
TSEM,25.09,2.57563369,0.63,Buy,207386,2690130960,33.00383509,0.74950519,5279,Electronic Technology
TTEC,76.41,0.95124851,0.72,Buy,30103,3574308096,34.62013447,2.2002,49500,Commercial Services
TTEK,115.89,0.2075227,0.24,Sell,141332,6232262886,36.60621024,3.2047,20000,Industrial Services
TTM,11.575,4.65641953,0.515,Buy,1112767,6832800000,,-3.1213,108118,Consumer Durables
TV,7.895,3.20261438,0.245,Sell,1273165,3588940000,,-0.2625,42948,Consumer Services
TWOU,42.735,2.28578267,0.955,Buy,756849,3082747198,,-3.4459,3749,Technology Services
TWST,166.38,-0.89939842,-1.51,Strong Buy,488085,7981083862,,-3.7593,525,Health Technology
TX,29.95,-0.82781457,-0.25,Buy,180509,5928490000,24.12525963,1.2518,19863,Non-Energy Minerals
TXRH,79.61,-1.03182496,-0.83,Buy,391368,5532544063,103.83374209,0.7829,67900,Consumer Services
UA,15.075,2.69073569,0.395,Buy,2969698,6854120100,,-1.653,16400,Consumer Non-Durables
UAA,17.35,2.78436019,0.47,Buy,3375506,7890763140,,-1.653,16400,Consumer Non-Durables
UBSI,31.63,3.33224436,1.02,Buy,254707,4103723250,13.57367744,2.258,2204,Finance
UCBI,28.4,2.04814948,0.57,Buy,234412,2463478488,15.08237589,1.8463,2308,Finance
UFPI,55.805,0.4590459,0.255,Buy,89642,3415436012,15.50506601,3.5836,12000,Non-Energy Minerals
UGI,34.845,1,0.345,Sell,314369,7259582070,13.63420803,2.5445,6500,Utilities
UGP,4.565,1.44444444,0.065,Buy,503567,4897030000,177.16535433,0.0259,16024,Energy Minerals
UHAL,448.255,-1.05182994,-4.765,Buy,11949,8799686523,17.50666615,25.877,30000,Finance
UMBF,69.58,2.62536873,1.78,Buy,75767,3339108168,16.69457303,4.0773,,Finance
UMPQ,15.11,3.21038251,0.47,Buy,553997,3327599750,,-7.222,3943,Finance
UNF,207.82,0.82965407,1.71,Buy,25997,3770833050,28.95576067,7.4612,14000,Consumer Services
UNIT,11.6198,0.6915078,0.0798,Strong Buy,2074581,2685920000,,-3.4908,899,Finance
UNM,21.94,2.90806754,0.62,Sell,803268,4468344280,4.56648389,4.6708,10300,Finance
UNVR,18.74,2.51641138,0.46,Strong Buy,341434,3170625000,99.67284624,0.186,10300,Distribution Services
UPST,45.75,-4.3687291,-2.09,,2778780,3315086175,,,273,Technology Services
UPWK,38.695,-3.02005013,-1.205,Buy,1150586,4723653430,,-0.254,570,Technology Services
URBN,26.96,4.65838509,1.2,Buy,835277,2636321344,,-0.0783,24000,Retail Trade
USFD,33.26,1.27892814,0.42,Buy,910615,7347646230,,-0.6323,28000,Distribution Services
USM,29.72,2.73072935,0.79,Sell,92348,2560240896,10.48606329,2.8139,5500,Communications
UTHR,149.22,1.96105227,2.87,Buy,128589,6635855460,13.84762409,10.6193,920,Health Technology
VAC,132.955,0.91461101,1.205,Buy,96362,5473260612,,-4.0181,22000,Consumer Services
VC,129.03,2.89473684,3.63,Buy,114112,3583055508,,-1.4074,11000,Producer Manufacturing
VCYT,57.96,1.38184362,0.79,Buy,320274,3355727508,,-0.682,354,Health Technology
VEDL,8.36,9.56749672,0.73,Buy,644063,7090560000,,-1.2441,79378,Non-Energy Minerals
VEON,1.615,1.57232704,0.025,Buy,1563309,2781110000,,-0.1855,46492,Communications
VER,37.39,0.99945975,0.37,Buy,3264511,8082980000,31.07007973,1.1937,160,Finance
VERX,36.95,1.34393856,0.49,Buy,162909,5398561275,,-0.5086,1100,Technology Services
VG,13.745,-1.61059413,-0.225,Buy,934369,3412095420,,-0.1003,2264,Communications
VIAV,14.625,1.9874477,0.285,Buy,867868,3347892280,94.03278689,0.1587,3600,Electronic Technology
VICR,94.35,-0.99685205,-0.95,Buy,46420,4083016818,535.09264458,0.1878,993,Electronic Technology
VIR,31.09,2.70895276,0.82,Sell,298157,3966893460,,-2.2486,229,Health Technology
VIRT,25.25,-0.03958828,-0.01,Buy,451497,3103704750,6.09320726,4.1634,1012,Finance
VIV,8.765,-0.05701254,-0.005,Buy,232289,9816600000,14.80918609,0.5922,32793,Communications
VLY,9.735,2.90697674,0.275,Buy,636478,3935771620,12.15469613,0.7811,3174,Finance
VMI,172.33,-0.61707036,-1.07,Buy,38522,3663876456,26.50889745,6.5737,9862,Producer Manufacturing
VNE,22.16,5.17323208,1.09,Buy,243010,2474619125,,-4.9415,8900,Producer Manufacturing
VNET,32.41,-2.35010545,-0.78,Buy,837711,3503490000,,-2.7218,2295,Technology Services
VNO,36.275,2.44281276,0.865,Sell,629907,6772550000,126.59992849,0.2809,4008,Finance
VNT,34.045,0.0146886,0.005,Buy,546238,5733304950,,,8400,Transportation
VOYA,56.74,2.3264202,1.29,Sell,405020,7161920960,,-8.5146,6000,Finance
VRM,43.87,0.38901602,0.17,Buy,1740514,5709114235,,,,Retail Trade
VRNS,170.68,-2.87372674,-5.05,Buy,414987,5418319982,,-2.8777,1574,Technology Services
VRNT,65.42,2.26668751,1.45,Buy,456821,4304406376,347.66304348,0.1875,6500,Technology Services
VRT,19.015,0.29008439,0.055,Buy,1340375,6244773195,,-1.1225,19800,Electronic Technology
VSAT,33.37,4.1835779,1.34,Sell,676636,2270688179,,-0.0384,6100,Electronic Technology
VSH,20.39,1.74650699,0.35,Buy,408727,2949584960,29.30252961,0.6859,22400,Electronic Technology
VST,18.515,2.12355212,0.385,Sell,1974463,9056316010,9.88226316,1.8405,5475,Utilities
VVNT,22.5,-1.35905305,-0.31,Buy,185025,4473474106,,-1.9633,5750,Commercial Services
VVV,23.425,1.14421416,0.265,Buy,394534,4333753380,13.6677486,1.6945,8800,Process Industries
WAL,60.77,3,1.77,Buy,275310,6127378330,13.50330717,4.3834,1835,Finance
WB,45.68,-0.56595559,-0.26,Buy,472605,5727930000,21.65653137,2.1716,4126,Technology Services
WBS,42.81,4.2366691,1.74,Buy,218663,3862411102,15.41203843,2.671,,Finance
WCC,75.82,0.06598918,0.05,Buy,169680,3791362631,29.73704867,2.5767,9500,Distribution Services
WD,93.01,3.45939933,3.11,Buy,81760,2904469775,13.95529339,6.5886,823,Finance
WDFC,262.03,-0.42939656,-1.13,Buy,50887,3566102856,59.74391573,4.4138,522,Process Industries
WEN,22.25,-0.53643272,-0.12,Sell,731884,4988043060,48.50390286,0.4704,13300,Consumer Services
WERN,39.67,-0.37669513,-0.15,Sell,189211,2741113693,17.63898117,2.2702,13276,Transportation
WES,14.15,2.01874549,0.28,Buy,620518,5880183566,11.46660053,1.2096,979,Energy Minerals
WEX,203.09,1.57547264,3.15,Buy,73244,8965450800,193.4029793,1.0578,5000,Technology Services
WF,27.05,1.53903904,0.41,Buy,10255,6413740000,9.68973921,2.7493,15529,Finance
WGO,65.07,-1.3343442,-0.88,Buy,453803,2196346752,21.34235138,3.117,5505,Consumer Durables
WH,56,2.75229358,1.5,Sell,360577,5232258720,,-0.6657,14200,Consumer Services
WING,139.105,-4.11180809,-5.965,Strong Buy,272270,4139067240,131.90580105,1.1081,784,Consumer Services
WK,92.26,-1.15706021,-1.08,Buy,175153,4446591561,,-1.1942,1580,Technology Services
WKHS,22.965,-1.43776824,-0.335,Buy,9608346,2769756420,,-2.4622,81,Producer Manufacturing
WMS,81.74,0.02447381,0.02,Buy,198635,5744916352,39.88481624,2.0733,4950,Producer Manufacturing
WNS,71.64,0.1117943,0.08,Buy,70865,3577330000,35.40646183,2.102,44292,Commercial Services
WOR,49.81,1.26041878,0.62,Sell,112482,2627149200,4.73390434,10.5827,9000,Non-Energy Minerals
WPX,8.125,6.7674113,0.515,Buy,2759958,4557736895,,-2.1469,590,Energy Minerals
WRI,21.28,-0.14077898,-0.03,Buy,160841,2730730000,16.74524595,1.2825,239,Finance
WSC,22.15,-1.51178301,-0.34,Buy,302085,5049602640,99.82245894,0.2315,2500,Finance
WSFS,43.865,3.13896073,1.335,Buy,207263,2212156947,21.71670752,1.9693,1782,Finance
WSM,107.99,0.13909496,0.15,Buy,338050,8274535108,15.86558974,6.9387,27000,Retail Trade
WSO,235.45,1.07319167,2.5,Strong Buy,63754,9030347269,35.10133353,6.649,5800,Producer Manufacturing
WTFC,61.91,2.68701277,1.62,Buy,268273,3568814928,13.42612181,4.5382,,Finance
WTM,1004.07,0.9318456,9.27,Buy,9298,3114635181,10.92719706,91.0389,1262,Finance
WTS,120.785,2.26483786,2.675,Buy,60175,4063592704,34.37827454,3.4475,4800,Producer Manufacturing
WU,21.705,-0.43577982,-0.095,Sell,1306544,8919270095,12.91469194,1.6981,11500,Finance
WWD,121.41,1.79424834,2.14,Buy,172218,7622031197,31.88611148,3.8607,7100,Producer Manufacturing
WWE,47.95,1.71828596,0.81,Strong Buy,535737,3730222827,21.54085176,2.4127,960,Consumer Services
WWW,31.87,1.43220878,0.45,Buy,102988,2615628266,80.52280882,0.3936,4000,Consumer Non-Durables
WYND,42.795,1.50616698,0.635,Sell,231002,3673146414,,-1.2649,22500,Consumer Services
X,16.99,0.65165877,0.11,Buy,7976236,3744663960,,-10.7172,27500,Non-Energy Minerals
XEC,38.765,4.17898414,1.555,Buy,996977,3967890145,,-23.8463,987,Energy Minerals
XLRN,129.785,-2.0490566,-2.715,Buy,194547,7832760000,,-2.3993,237,Health Technology
XNCR,46.61,1.34811916,0.62,Strong Buy,291286,2673965008,,-1.4487,166,Health Technology
XPER,20.655,2.86354582,0.575,Buy,234321,2181929399,,-0.5396,700,Electronic Technology
XRX,22.755,1.67560322,0.375,Buy,761656,4519210300,16.57041315,1.3549,27000,Electronic Technology
Y,597.45,2.49613999,14.55,Buy,21843,8550704400,,-1.7308,10786,Finance
YALA,17.41,-4.07713499,-0.74,Buy,2648555,2150700000,61.23481781,0.2964,,Technology Services
YELP,28.3,5.08726328,1.37,Sell,892248,2093719650,,-0.319,5950,Technology Services
YETI,73.075,-1.67518837,-1.245,Buy,310452,6366586953,66.46395994,1.1288,790,Producer Manufacturing
YEXT,16.88,-0.99706745,-0.17,Buy,754825,2063866960,,-0.9108,1200,Technology Services
YMAB,54.265,0.15688446,0.085,Buy,78994,2198475931,,-3.086,65,Health Technology
YQ,14.3,-2.12183436,-0.31,Neutral,488248,2377290000,,-3.4802,1953,Technology Services
YSG,16.99,1.79748352,0.3,Buy,1355905,7244800000,,-0.2421,,Retail Trade
YY,77.89,-0.52362708,-0.41,Sell,499270,5062720000,4.67666505,17.4288,9273,Technology Services
ZI,47.23,1.54805418,0.72,Buy,1486447,7606920947,,-0.2514,,Technology Services
ZION,43.47,3.40152236,1.43,Buy,410578,7127961520,17.79546224,2.435,10188,Finance
ZNH,29.37,0.20470829,0.06,Sell,5764,2506090000,,-5.0508,103876,Transportation
ZNTL,57.44,8.41827105,4.46,Buy,162849,2331237860,,,62,Health Technology
ZYME,50.99,-3.88312912,-2.06,Buy,150066,2342781441,,-4.4892,256,Health Technology
